Canton,WeekNumber,Start_date,End_date,Restaurant_cat,Bar_cat,Nightclubs_cat,Retail_cat,BarbersSalonSpa_cat,EntertainmentTheaters_cat,Schools_cat,MaskInShop_cat,TravelRestrictions_cat,TourismPotential,TourismPotential_cat,Restaurant_shap,Bar_shap,Nightclubs_shap,Retail_shap,BarbersSalonSpa_shap,EntertainmentTheaters_shap,Schools_shap,MaskInShop_shap,TravelRestrictions_shap,TourismPotential_shap,Total_cases,Active_infection,Daily_Infection,Daily/Active_observed,Daily/Active_XGBoost,Max,Min,AbsMax
NW,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,329,9,-0.047334308,-0.0258003676,-0.0780357998,0.0418222518,0.0189543214,-0.0152165188,-0.0004696492,0.0045739554,-0.044904867,-0.0060524786,48.7143,46.8571,3.28571,0.8155686,0.8318602446,Retail,Nightclubs,Nightclubs
NW,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,329,9,-0.047334308,-0.0258003676,-0.0780357998,0.0418222518,0.0189543214,-0.0152165188,-0.0004696492,0.0045739554,-0.044904867,-0.0060524786,74,50,3,1.0366972,0.8318602446,Retail,Nightclubs,Nightclubs
NW,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,329,9,-0.047334308,-0.0258003676,-0.0780357998,0.0418222518,0.0189543214,-0.0152165188,-0.0004696492,0.0045739554,-0.044904867,-0.0060524786,95.5714,46,3.42857,0.2650788,0.8318602446,Retail,Nightclubs,Nightclubs
NW,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,329,9,-0.047334308,-0.0258003676,-0.0780357998,0.0418222518,0.0189543214,-0.0152165188,-0.0004696492,0.0045739554,-0.044904867,-0.0060524786,106.286,29.5714,0.571429,0.666666,0.8318602446,Retail,Nightclubs,Nightclubs
NW,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,329,9,-0.047334308,-0.0258003676,-0.0780357998,0.0418222518,0.0189543214,-0.0152165188,-0.0004696492,0.0045739554,-0.044904867,-0.0060524786,108.286,10.4286,0.285714,1.0666656,0.8318602446,Retail,Nightclubs,Nightclubs
NW,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,329,9,-0.0529570552,-0.0277165322,-0.089701787,-0.0249643058,-0.0096982102,-0.0161293496,-0.0007140437,0.003932887,-0.0483797034,-0.011560647,112,5.57143,0.428571,0.5714282,0.7438800936,MaskInShop,Nightclubs,Nightclubs
NW,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,329,9,-0.0529570552,-0.0277165322,-0.089701787,-0.0249643058,-0.0096982102,-0.0161293496,-0.0007140437,0.003932887,-0.0483797034,-0.011560647,114.143,6.14286,0.285714,1.882538,0.7438800936,MaskInShop,Nightclubs,Nightclubs
NW,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,329,9,-0.0555489004,-0.0288926512,-0.089701787,-0.0253869266,-0.009724316,-0.0161293496,-0.000834176,0.004156796,-0.0484952916,-0.012954718,120.714,9.14286,1.14286,0,0.7438800936,MaskInShop,Nightclubs,Nightclubs
NW,21,May18_2020,May24_2020,2,1,0,2,1,1,0,0,0,329,9,-0.0555489004,-0.0288926512,-0.089701787,-0.0253869266,-0.009724316,-0.0161293496,-0.000834176,0.004156796,-0.0484952916,-0.012954718,123,8.28571,0,1.999998,0.7438800936,MaskInShop,Nightclubs,Nightclubs
NW,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,329,9,-0.0555489004,-0.0288926512,-0.089701787,-0.0253869266,-0.009724316,-0.0161293496,-0.000834176,0.004156796,-0.0484952916,-0.012954718,123.286,1.85714,0.142857,0,0.7438800936,MaskInShop,Nightclubs,Nightclubs
NW,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,329,9,-0.0168499534,-0.0288955268,0.0738999604,-0.0146591956,-0.006339977,0.011634686,-0.0001102288,0.0115738056,-0.0480204956,-0.0125385512,124,1,0,0,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
NW,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,329,9,-0.0168499534,-0.0288955268,0.0738999604,-0.0146591956,-0.006339977,0.011634686,-0.0001102288,0.0115738056,-0.0480204956,-0.0125385512,124,0.571429,0,0,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
NW,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,0,329,9,-0.0168499534,-0.0288955268,0.0738999604,-0.0146591956,-0.006339977,0.011634686,-0.0001102288,0.0115738056,-0.0480204956,-0.0125385512,124,0,0,0,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
NW,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,0,329,9,0.0100578198,0.0057679272,0.0738999604,-0.012179748,-0.0058613492,0.011634686,0.000193563,0.0140871122,-0.0460550006,-0.0112186046,124,0,0,0,1.1096607452,Nightclubs,TravelRestrictions,Nightclubs
NW,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,0,329,9,0.0100578198,0.0057679272,0.0738999604,-0.012179748,-0.0058613492,0.011634686,0.000193563,0.0140871122,-0.0460550006,-0.0112186046,124,0,0,3.000004,1.1096607452,Nightclubs,TravelRestrictions,Nightclubs
NW,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,0,329,9,0.005168926,0.0040182534,0.0698971364,-0.0119713328,-0.0057860054,0.01122947,0.0001992962,-0.0076944742,-0.0451717042,-0.0122188892,125.143,1.42857,0.285714,1.1666662,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
NW,29,July13_2020,July19_2020,4,2,2,2,1,2,0,1,0,329,9,0.005168926,0.0040182534,0.0698971364,-0.0119713328,-0.0057860054,0.01122947,0.0001992962,-0.0076944742,-0.0451717042,-0.0122188892,127,3.28571,0.285714,0,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
NW,30,July20_2020,July26_2020,4,2,2,2,1,2,0,1,0,329,9,0.005168926,0.0040182534,0.0698971364,-0.0119713328,-0.0057860054,0.01122947,0.0001992962,-0.0076944742,-0.0451717042,-0.0122188892,128,2.57143,0,1.0000004,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
NW,31,July27_2020,August2_2020,4,2,2,2,1,2,0,1,0,329,9,0.005168926,0.0040182534,0.0698971364,-0.0119713328,-0.0057860054,0.01122947,0.0001992962,-0.0076944742,-0.0451717042,-0.0122188892,128.571,1.42857,0.142857,1.666672,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
NW,32,August3_2020,August9_2020,4,2,2,2,1,2,0,1,0,329,9,0.005168926,0.0040182534,0.0698971364,-0.0119713328,-0.0057860054,0.01122947,0.0001992962,-0.0076944742,-0.0451717042,-0.0122188892,130,2.28571,0.285714,0,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
NW,33,August10_2020,August16_2020,4,2,2,2,1,2,0,1,0,329,9,0.005168926,0.0040182534,0.0698971364,-0.0119713328,-0.0057860054,0.01122947,0.0001992962,-0.0076944742,-0.0451717042,-0.0122188892,131,2.28571,0,0,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
NW,34,August17_2020,August23_2020,4,2,2,2,1,2,2,1,0,329,9,0.0026829796,-0.000546128,0.066519663,-0.0117819324,-0.0055296808,0.01122947,0.0090538868,-0.0078679482,-0.0446349722,-0.0101012772,131,0.714286,0,1.999998,1.0687256454,Nightclubs,TravelRestrictions,Nightclubs
NW,35,August24_2020,August30_2020,4,2,2,2,1,2,2,1,0,329,9,0.0026829796,-0.000546128,0.066519663,-0.0117819324,-0.0055296808,0.01122947,0.0090538868,-0.0078679482,-0.0446349722,-0.0101012772,132.571,1.85714,0.285714,1.952384,1.0687256454,Nightclubs,TravelRestrictions,Nightclubs
NW,36,August31_2020,September6_2020,4,2,2,2,1,2,2,1,0,329,9,0.0026829796,-0.000546128,0.066519663,-0.0117819324,-0.0055296808,0.01122947,0.0090538868,-0.0078679482,-0.0446349722,-0.0101012772,135.857,5.57143,0.714286,0.3333344,1.0687256454,Nightclubs,TravelRestrictions,Nightclubs
OW,11,March9_2020,March15_2020,5,3,3,2,2,3,3,0,0,673,14,0.6164605174,0.4042072734,0.0798527828,-0.0105389144,-0.00231658,0.0120689968,0.0059723538,0.012225829,-0.0339204852,0.0077076314,0.428571,0.571429,0.142857,0,1.9819178582,Restaurant,TravelRestrictions,Restaurant
OW,12,March16_2020,March22_2020,0,0,0,0,0,0,0,0,0,673,14,-0.0488013526,-0.0261754206,-0.0784532126,0.0389715984,0.0165890452,-0.0155156372,-0.00018235,0.0045850812,-0.0444163398,0.0069508908,1,4.28571,0,2.602964,0.8318602446,Retail,Nightclubs,Nightclubs
OW,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,673,14,-0.0488013526,-0.0261754206,-0.0784532126,0.0389715984,0.0165890452,-0.0155156372,-0.00018235,0.0045850812,-0.0444163398,0.0069508908,31,33.5714,5.14286,0.7675164,0.8318602446,Retail,Nightclubs,Nightclubs
OW,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,673,14,-0.0488013526,-0.0261754206,-0.0784532126,0.0389715984,0.0165890452,-0.0155156372,-0.00018235,0.0045850812,-0.0444163398,0.0069508908,51.5714,49.2857,2.71429,0.3710714,0.8318602446,Retail,Nightclubs,Nightclubs
OW,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,673,14,-0.0488013526,-0.0261754206,-0.0784532126,0.0389715984,0.0165890452,-0.0155156372,-0.00018235,0.0045850812,-0.0444163398,0.0069508908,61.2857,27.4286,0.857143,0.666666,0.8318602446,Retail,Nightclubs,Nightclubs
OW,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,673,14,-0.0488013526,-0.0261754206,-0.0784532126,0.0389715984,0.0165890452,-0.0155156372,-0.00018235,0.0045850812,-0.0444163398,0.0069508908,64.7143,11.8571,0.571429,1.1746014,0.8318602446,Retail,Nightclubs,Nightclubs
OW,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,673,14,-0.0488013526,-0.0261754206,-0.0784532126,0.0389715984,0.0165890452,-0.0155156372,-0.00018235,0.0045850812,-0.0444163398,0.0069508908,68.8571,8.42857,0.714286,1.0000004,0.8318602446,Retail,Nightclubs,Nightclubs
OW,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,673,14,-0.0544276922,-0.0282822344,-0.0901191998,-0.0242438658,-0.008908543,-0.0164284694,-0.0003259253,0.0039440142,-0.0470294244,0.0081687592,77.5714,12.7143,1,0.1666672,0.7438800936,TourismPotential,Nightclubs,Nightclubs
OW,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,673,14,-0.0544276922,-0.0282822344,-0.0901191998,-0.0242438658,-0.008908543,-0.0164284694,-0.0003259253,0.0039440142,-0.0470294244,0.0081687592,79,9,0.142857,0,0.7438800936,TourismPotential,Nightclubs,Nightclubs
OW,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,673,14,-0.0551111876,-0.0285875576,-0.0901191998,-0.0243496708,-0.0089126646,-0.0164284694,-0.0003433061,0.0041679218,-0.0470569092,0.0097989066,79,0.857143,0,1.999998,0.7438800936,TourismPotential,Nightclubs,Nightclubs
OW,21,May18_2020,May24_2020,2,1,0,2,1,1,0,0,0,673,14,-0.0551111876,-0.0285875576,-0.0901191998,-0.0243496708,-0.0089126646,-0.0164284694,-0.0003433061,0.0041679218,-0.0470569092,0.0097989066,81.2857,2.71429,0.428571,0,0.7438800936,TourismPotential,Nightclubs,Nightclubs
OW,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,673,14,-0.0551111876,-0.0285875576,-0.0901191998,-0.0243496708,-0.0089126646,-0.0164284694,-0.0003433061,0.0041679218,-0.0470569092,0.0097989066,82,3,0,0,0.7438800936,TourismPotential,Nightclubs,Nightclubs
OW,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,673,14,-0.0158956154,-0.0285904332,0.0742614306,-0.0136219398,-0.005528327,0.0118576654,0.0005934554,0.0116039392,-0.0465821132,0.0120326822,82,0.285714,0,0,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
OW,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,673,14,-0.0158956154,-0.0285904332,0.0742614306,-0.0136219398,-0.005528327,0.0118576654,0.0005934554,0.0116039392,-0.0465821132,0.0120326822,82,0,0,0,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
OW,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,0,673,14,-0.0158956154,-0.0285904332,0.0742614306,-0.0136219398,-0.005528327,0.0118576654,0.0005934554,0.0116039392,-0.0465821132,0.0120326822,82,0,0,0,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
OW,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,0,673,14,0.0110121578,0.0060730194,0.0742614306,-0.0111424922,-0.0050496992,0.0118576654,0.0008972471,0.0141172472,-0.0446166182,0.0133526274,82,0.142857,0,1.999998,1.1096607452,Nightclubs,TravelRestrictions,Nightclubs
OW,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,0,673,14,0.0110121578,0.0060730194,0.0742614306,-0.0111424922,-0.0050496992,0.0118576654,0.0008972471,0.0141172472,-0.0446166182,0.0133526274,83,1.14286,0.142857,2.200002,1.1096607452,Nightclubs,TravelRestrictions,Nightclubs
OW,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,0,673,14,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.0123523414,85.7143,4.14286,0.571429,0.3999996,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
OW,29,July13_2020,July19_2020,4,2,2,2,1,2,0,1,0,673,14,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.0123523414,88,5,0.142857,0.6666674,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
OW,30,July20_2020,July26_2020,4,2,2,2,1,2,0,1,0,673,14,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.0123523414,89.8571,3.71429,0.285714,1.0000004,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
OW,31,July27_2020,August2_2020,4,2,2,2,1,2,0,1,0,673,14,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.0123523414,91.2857,3.42857,0.285714,1.0000004,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
OW,32,August3_2020,August9_2020,4,2,2,2,1,2,0,1,0,673,14,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.0123523414,93.7143,4.14286,0.285714,0.3999996,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
OW,33,August10_2020,August16_2020,4,2,2,2,1,2,0,1,0,673,14,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.0123523414,95,3.42857,0.142857,2.038092,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
OW,34,August17_2020,August23_2020,4,2,2,2,1,2,2,1,0,673,14,0.0033865286,-0.0003491506,0.0666776166,-0.0107446766,-0.0049241486,0.0114524494,0.0058409036,-0.00785428,-0.0435215088,0.0105532882,99.1429,5.85714,0.857143,0.9818186,1.0687256454,Nightclubs,TravelRestrictions,Nightclubs
OW,35,August24_2020,August30_2020,4,2,2,2,1,2,2,1,0,673,14,0.0033865286,-0.0003491506,0.0666776166,-0.0107446766,-0.0049241486,0.0114524494,0.0058409036,-0.00785428,-0.0435215088,0.0105532882,104.429,10.2857,0.714286,0.1999998,1.0687256454,Nightclubs,TravelRestrictions,Nightclubs
OW,36,August31_2020,September6_2020,4,2,2,2,1,2,2,1,0,673,14,0.0033865286,-0.0003491506,0.0666776166,-0.0107446766,-0.0049241486,0.0114524494,0.0058409036,-0.00785428,-0.0435215088,0.0105532882,107,7,0.142857,1.0000004,1.0687256454,Nightclubs,TravelRestrictions,Nightclubs
SG,11,March9_2020,March15_2020,5,3,3,2,2,3,3,0,0,984,16,0.6159700596,0.4040721468,0.080248497,-0.0092265978,-0.0020640802,0.0120689968,0.0059723538,0.012270769,-0.0333720534,0.0200657576,9.42857,11.2857,1.85714,2.17084,1.9969490772,Restaurant,TravelRestrictions,Restaurant
SG,12,March16_2020,March22_2020,0,0,0,0,0,0,0,0,0,984,16,-0.0487318804,-0.0261552074,-0.0788453358,0.034598452,0.0156501422,-0.0155156372,-0.00018235,0.0046310194,-0.0442744358,0.0123775358,71.7143,94.5714,11.8571,2.068346,0.8318602446,Retail,Nightclubs,Nightclubs
SG,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,984,16,-0.0487318804,-0.0261552074,-0.0788453358,0.034598452,0.0156501422,-0.0155156372,-0.00018235,0.0046310194,-0.0442744358,0.0123775358,271.857,289.714,38.1429,0.7910868,0.8318602446,Retail,Nightclubs,Nightclubs
SG,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,984,16,-0.0487318804,-0.0261552074,-0.0788453358,0.034598452,0.0156501422,-0.0155156372,-0.00018235,0.0046310194,-0.0442744358,0.0123775358,450.143,374.571,21.4286,0.8357454,0.8318602446,Retail,Nightclubs,Nightclubs
SG,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,984,16,-0.0487318804,-0.0261552074,-0.0788453358,0.034598452,0.0156501422,-0.0155156372,-0.00018235,0.0046310194,-0.0442744358,0.0123775358,599,315.857,19.1429,0.52045,0.8318602446,Retail,Nightclubs,Nightclubs
SG,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,984,16,-0.0487318804,-0.0261552074,-0.0788453358,0.034598452,0.0156501422,-0.0155156372,-0.00018235,0.0046310194,-0.0442744358,0.0123775358,682,219.143,8,0.9227498,0.8318602446,Retail,Nightclubs,Nightclubs
SG,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,984,16,-0.0487318804,-0.0261552074,-0.0788453358,0.034598452,0.0156501422,-0.0155156372,-0.00018235,0.0046310194,-0.0442744358,0.0123775358,735.429,126.571,8,0.5520942,0.8318602446,Retail,Nightclubs,Nightclubs
SG,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,984,16,-0.0541234484,-0.0281966384,-0.0905113216,-0.0227082674,-0.0085971284,-0.0164284694,-0.0003259253,0.004152274,-0.0465579716,0.020754468,780.286,94.2857,3.85714,0.3383016,0.7589113112,TourismPotential,Nightclubs,Nightclubs
SG,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,984,16,-0.0541234484,-0.0281966384,-0.0905113216,-0.0227082674,-0.0085971284,-0.0164284694,-0.0003259253,0.004152274,-0.0465579716,0.020754468,795.571,53.2857,1.42857,0.4324782,0.7589113112,TourismPotential,Nightclubs,Nightclubs
SG,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,984,16,-0.0548069438,-0.0285019616,-0.0905113216,-0.0228140724,-0.00860125,-0.0164284694,-0.0003433061,0.0043761816,-0.0465854564,0.022384614,802.286,19,0.714286,0.6282052,0.7589113112,TourismPotential,Nightclubs,Nightclubs
SG,21,May18_2020,May24_2020,2,1,0,2,1,1,0,0,0,984,16,-0.0548069438,-0.0285019616,-0.0905113216,-0.0228140724,-0.00860125,-0.0164284694,-0.0003433061,0.0043761816,-0.0465854564,0.022384614,806.714,10.1429,0.571429,0.3333344,0.7589113112,TourismPotential,Nightclubs,Nightclubs
SG,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,984,16,-0.0548069438,-0.0285019616,-0.0905113216,-0.0228140724,-0.00860125,-0.0164284694,-0.0003433061,0.0043761816,-0.0465854564,0.022384614,807.714,4.85714,0.142857,1.0000004,0.7589113112,TourismPotential,Nightclubs,Nightclubs
SG,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,984,16,-0.0155913716,-0.0285048372,0.0746571462,-0.0120863428,-0.0052169124,0.0118576654,0.0005934554,0.0118122004,-0.0460101614,0.0254062284,808.714,2,0.142857,1.3333334,1.0726701622,Nightclubs,TravelRestrictions,Nightclubs
SG,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,984,16,-0.0155913716,-0.0285048372,0.0746571462,-0.0120863428,-0.0052169124,0.0118576654,0.0005934554,0.0118122004,-0.0460101614,0.0254062284,810.429,2.85714,0.285714,1.636362,1.0726701622,Nightclubs,TravelRestrictions,Nightclubs
SG,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,1,984,16,-0.0124683202,-0.0267110592,0.0747121284,-0.010761016,-0.004216632,0.0118576654,0.0007264998,0.014353808,0.140169127,0.0222848304,817.429,10.1429,1.28571,1.2638654,1.2068145866,TravelRestrictions,Bar,TravelRestrictions
SG,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,1,984,16,0.0053837812,0.0050858822,0.0747121284,-0.0088540438,-0.0040085108,0.0118576654,0.0009464449,0.0165547942,0.1312043418,0.0226452562,827.286,18.7143,1.57143,1.9432,1.2467057708,TravelRestrictions,Retail,TravelRestrictions
SG,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,1,984,16,0.0053837812,0.0050858822,0.0747121284,-0.0088540438,-0.0040085108,0.0118576654,0.0009464449,0.0165547942,0.1312043418,0.0226452562,858.286,45.5714,5.57143,1.1336472,1.2467057708,TravelRestrictions,Retail,TravelRestrictions
SG,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,1,984,16,0.0017715194,0.0036018136,0.0707093044,-0.0087383436,-0.0039753336,0.0114524494,0.0009504805,-0.0090880538,0.1284298638,0.0214515238,898.143,74.1429,5.71429,0.6271356,1.2027807834,TravelRestrictions,MaskInShop,TravelRestrictions
SG,29,July13_2020,July19_2020,4,2,2,2,1,2,0,1,1,984,16,0.0017715194,0.0036018136,0.0707093044,-0.0087383436,-0.0039753336,0.0114524494,0.0009504805,-0.0090880538,0.1284298638,0.0214515238,928.143,67.1429,3.14286,1.2625774,1.2027807834,TravelRestrictions,MaskInShop,TravelRestrictions
SG,30,July20_2020,July26_2020,4,2,2,2,1,2,0,1,1,984,16,0.0017715194,0.0036018136,0.0707093044,-0.0087383436,-0.0039753336,0.0114524494,0.0009504805,-0.0090880538,0.1284298638,0.0214515238,963.714,66.1429,6,1.0752742,1.2027807834,TravelRestrictions,MaskInShop,TravelRestrictions
SG,31,July27_2020,August2_2020,4,2,2,2,1,2,0,1,1,984,16,0.0017715194,0.0036018136,0.0707093044,-0.0087383436,-0.0039753336,0.0114524494,0.0009504805,-0.0090880538,0.1284298638,0.0214515238,1003.86,77.2857,5.71429,1.1820326,1.2027807834,TravelRestrictions,MaskInShop,TravelRestrictions
SG,32,August3_2020,August9_2020,4,2,2,2,1,2,0,1,1,984,16,0.0017715194,0.0036018136,0.0707093044,-0.0087383436,-0.0039753336,0.0114524494,0.0009504805,-0.0090880538,0.1284298638,0.0214515238,1041.57,80.2857,6.71429,1.53482,1.2027807834,TravelRestrictions,MaskInShop,TravelRestrictions
SG,33,August10_2020,August16_2020,4,2,2,2,1,2,2,1,1,984,16,0.0002908537,-0.000139085,0.0671283144,-0.0085489432,-0.0039514076,0.0114524494,0.0045972738,-0.0092267756,0.1273505478,0.0200221252,1110.57,112,12,0.9683982,1.2014126782,TravelRestrictions,MaskInShop,TravelRestrictions
SG,34,August17_2020,August23_2020,4,2,2,2,1,2,2,1,1,984,16,0.0002908537,-0.000139085,0.0671283144,-0.0085489432,-0.0039514076,0.0114524494,0.0045972738,-0.0092267756,0.1273505478,0.0200221252,1190.43,149.571,10.2857,0.6770596,1.2014126782,TravelRestrictions,MaskInShop,TravelRestrictions
SG,35,August24_2020,August30_2020,4,2,2,2,1,2,2,1,1,984,16,0.0002908537,-0.000139085,0.0671283144,-0.0085489432,-0.0039514076,0.0114524494,0.0045972738,-0.0092267756,0.1273505478,0.0200221252,1242.43,127.714,6.14286,1.0691212,1.2014126782,TravelRestrictions,MaskInShop,TravelRestrictions
SG,36,August31_2020,September6_2020,4,2,2,2,1,2,2,1,1,984,16,0.0002908537,-0.000139085,0.0671283144,-0.0085489432,-0.0039514076,0.0114524494,0.0045972738,-0.0092267756,0.1273505478,0.0200221252,1288,96.8571,7.14286,1.561462,1.2014126782,TravelRestrictions,MaskInShop,TravelRestrictions
SH,11,March9_2020,March15_2020,5,3,3,2,2,3,3,0,0,155,3,0.6294253966,0.4100983194,0.0784611898,-0.0139570004,-0.0033264616,0.0116233684,0.010821573,0.0101018638,-0.0355711482,-0.0785666966,0.714286,1,0.142857,3.68606,1.9382052424,Restaurant,TourismPotential,Restaurant
SH,12,March16_2020,March22_2020,0,0,0,0,0,0,0,0,0,155,3,-0.0446646606,-0.0258208818,-0.0755122522,0.0549404688,0.022410486,-0.0149066778,-0.000586614,0.0039928168,-0.0457554846,-0.064988126,14.1429,18.4286,4.14286,0.5992742,0.7682089212,Retail,Nightclubs,Nightclubs
SH,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,155,3,-0.0446646606,-0.0258208818,-0.0755122522,0.0549404688,0.022410486,-0.0149066778,-0.000586614,0.0039928168,-0.0457554846,-0.064988126,36.4286,36.8571,1.57143,0.5809524,0.7682089212,Retail,Nightclubs,Nightclubs
SH,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,155,3,-0.0446646606,-0.0258208818,-0.0755122522,0.0549404688,0.022410486,-0.0149066778,-0.000586614,0.0039928168,-0.0457554846,-0.064988126,45.7143,28.4286,1.14286,1.0249988,0.7682089212,Retail,Nightclubs,Nightclubs
SH,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,155,3,-0.0446646606,-0.0258208818,-0.0755122522,0.0549404688,0.022410486,-0.0149066778,-0.000586614,0.0039928168,-0.0457554846,-0.064988126,52.4286,15.5714,1.14286,0.76923,0.7682089212,Retail,Nightclubs,Nightclubs
SH,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,155,3,-0.0446646606,-0.0258208818,-0.0755122522,0.0549404688,0.022410486,-0.0149066778,-0.000586614,0.0039928168,-0.0457554846,-0.064988126,59.4286,13.4286,0.714286,1.272474,0.7682089212,Retail,Nightclubs,Nightclubs
SH,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,155,3,-0.0446646606,-0.0258208818,-0.0755122522,0.0549404688,0.022410486,-0.0149066778,-0.000586614,0.0039928168,-0.0457554846,-0.064988126,66.7143,14.7143,1.42857,0.384314,0.7682089212,Retail,Nightclubs,Nightclubs
SH,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,155,3,-0.0504736652,-0.027845321,-0.087178238,-0.0288363166,-0.010723027,-0.01581951,-0.000831009,0.0033594918,-0.0497628082,-0.0919674952,74.4286,14.4286,0.428571,1.1333336,0.6290481092,MaskInShop,TourismPotential,TourismPotential
SH,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,155,3,-0.0504736652,-0.027845321,-0.087178238,-0.0288363166,-0.010723027,-0.01581951,-0.000831009,0.0033594918,-0.0497628082,-0.0919674952,75.8571,8.14286,0.428571,0,0.6290481092,MaskInShop,TourismPotential,TourismPotential
SH,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,155,3,-0.0556996468,-0.0291954278,-0.087178238,-0.0292589388,-0.0107491328,-0.01581951,-0.0009511412,0.0034232422,-0.0499559298,-0.0961696946,78,3.28571,0,0,0.6290481092,MaskInShop,TourismPotential,TourismPotential
