Canton,WeekNumber,Start_date,End_date,Restaurant_cat,Bar_cat,Nightclubs_cat,Retail_cat,BarbersSalonSpa_cat,EntertainmentTheaters_cat,Schools_cat,MaskInShop_cat,TravelRestrictions_cat,TourismPotential,TourismPotential_cat,Restaurant_shap,Bar_shap,Nightclubs_shap,Retail_shap,BarbersSalonSpa_shap,EntertainmentTheaters_shap,Schools_shap,MaskInShop_shap,TravelRestrictions_shap,TourismPotential_shap,Total_cases,Active_infection,Daily_Infection,Daily/Active_observed,Daily/Active_XGBoost,Max,Min,AbsMax
FR,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,444,12,-0.0551111876,-0.0285875576,-0.0901191998,-0.0243496708,-0.0089126646,-0.0164284694,-0.0003433061,0.0041679218,-0.0470569092,0.0101330362,1157.71,14.2857,0.571429,1.435714,0.7438800936,TourismPotential,Nightclubs,Nightclubs
FR,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,444,12,-0.0158956154,-0.0285904332,0.0742614306,-0.0136219398,-0.005528327,0.0118576654,0.0005934554,0.0116039392,-0.0465821132,0.0123668118,1163.71,13,1.28571,1.405754,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
FR,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,444,12,-0.0158956154,-0.0285904332,0.0742614306,-0.0136219398,-0.005528327,0.0118576654,0.0005934554,0.0116039392,-0.0465821132,0.0123668118,1175.43,18.5714,1.85714,0.9052582,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
FR,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,0,444,12,-0.0158956154,-0.0285904332,0.0742614306,-0.0136219398,-0.005528327,0.0118576654,0.0005934554,0.0116039392,-0.0465821132,0.0123668118,1185.57,21.4286,1.42857,1.697976,1.0576389432,Nightclubs,TravelRestrictions,Nightclubs
FR,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,0,444,12,0.0110121578,0.0060730194,0.0742614306,-0.0111424922,-0.0050496992,0.0118576654,0.0008972471,0.0141172472,-0.0446166182,0.013686757,1205.86,33.2857,4.14286,1.103816,1.1096607452,Nightclubs,TravelRestrictions,Nightclubs
FR,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,0,444,12,0.0110121578,0.0060730194,0.0742614306,-0.0111424922,-0.0050496992,0.0118576654,0.0008972471,0.0141172472,-0.0446166182,0.013686757,1235.57,53.2857,4.42857,0.7507584,1.1096607452,Nightclubs,TravelRestrictions,Nightclubs
FR,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1260.71,53.7143,2.85714,1.1189122,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,29,July13_2020,July19_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1283,47,3.71429,0.9016392,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,30,July20_2020,July26_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1312.29,51,3.28571,1.2629554,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,31,July27_2020,August2_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1340.14,58.4286,5.42857,0.8396276,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,32,August3_2020,August9_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1371.43,60.8571,3.71429,1.2515972,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,33,August10_2020,August16_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1405.57,65.4286,5.85714,1.91373,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,34,August17_2020,August23_2020,4,2,2,2,1,2,0,1,0,444,12,0.006123264,0.0043233456,0.0702586052,-0.010934077,-0.004974354,0.0114524494,0.0009029804,-0.0076643392,-0.0437333218,0.012686471,1475.71,119.143,17.8571,1.145998,1.0700937506,Nightclubs,TravelRestrictions,Nightclubs
FR,35,August24_2020,August30_2020,4,2,2,2,1,2,2,2,0,444,12,0.0032900462,-0.0003413583,0.066660916,-0.0106115128,-0.0046467764,0.0114524494,0.0065001496,-0.0019767552,-0.0434519568,0.0110312118,1615.43,222.143,18.4286,1.2514558,1.0786261556,Nightclubs,TravelRestrictions,Nightclubs
FR,36,August31_2020,September6_2020,4,2,2,2,1,2,2,2,0,444,12,0.0032900462,-0.0003413583,0.066660916,-0.0106115128,-0.0046467764,0.0114524494,0.0065001496,-0.0019767552,-0.0434519568,0.0110312118,1768.14,303.714,27.8571,1.1488596,1.0786261556,Nightclubs,TravelRestrictions,Nightclubs
GE,11,March9_2020,March15_2020,5,3,3,2,2,3,3,0,0,3233,21,0.615710046,0.4035097654,0.0797647732,-0.0088472678,-0.0018177894,0.0120478316,0.0058842322,0.0122513524,-0.0332122868,0.0250026994,201.143,266,55,1.9103,1.9883958108,Restaurant,TravelRestrictions,Restaurant
GE,12,March16_2020,March22_2020,0,0,0,0,0,0,0,0,0,3233,21,-0.0486193414,-0.0261073274,-0.0788207882,0.0330571458,0.0144539976,-0.0157240734,-0.0001805141,0.0046041058,-0.0442119566,0.015373617,1019.86,1137.14,145,1.1196738,0.8257753252,Retail,Nightclubs,Nightclubs
GE,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,3233,21,-0.0486193414,-0.0261073274,-0.0788207882,0.0330571458,0.0144539976,-0.0157240734,-0.0001805141,0.0046041058,-0.0442119566,0.015373617,2056.29,1948.29,155,1.1284924,0.8257753252,Retail,Nightclubs,Nightclubs
GE,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,3233,21,-0.0486193414,-0.0261073274,-0.0788207882,0.0330571458,0.0144539976,-0.0157240734,-0.0001805141,0.0046041058,-0.0442119566,0.015373617,3377.71,2386.29,192,0.569219,0.8257753252,Retail,Nightclubs,Nightclubs
GE,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,3233,21,-0.0486193414,-0.0261073274,-0.0788207882,0.0330571458,0.0144539976,-0.0157240734,-0.0001805141,0.0046041058,-0.0442119566,0.015373617,4328.14,2191.29,92.7143,0.565866,0.8257753252,Retail,Nightclubs,Nightclubs
GE,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,3233,21,-0.0486193414,-0.0261073274,-0.0788207882,0.0330571458,0.0144539976,-0.0157240734,-0.0001805141,0.0046041058,-0.0442119566,0.015373617,4745.29,1237.14,50.1429,0.5887924,0.8257753252,Retail,Nightclubs,Nightclubs
GE,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,3233,21,-0.0486193414,-0.0261073274,-0.0788207882,0.0330571458,0.0144539976,-0.0157240734,-0.0001805141,0.0046041058,-0.0442119566,0.015373617,4998.57,612.429,26.4286,0.5523756,0.8257753252,Retail,Nightclubs,Nightclubs
GE,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,3233,21,-0.0535373664,-0.0280226618,-0.0903824474,-0.0220960656,-0.0078430212,-0.0166369042,-0.0003177485,0.0041328574,-0.0463808884,0.0278543048,5124.14,343,13.8571,0.5396692,0.7528263932,TourismPotential,Nightclubs,Nightclubs
GE,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,3233,21,-0.0535373664,-0.0280226618,-0.0903824474,-0.0220960656,-0.0078430212,-0.0166369042,-0.0003177485,0.0041328574,-0.0463808884,0.0278543048,5184,167,6.42857,0.713888,0.7528263932,TourismPotential,Nightclubs,Nightclubs
GE,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,3233,21,-0.0540589728,-0.028327985,-0.0903824474,-0.0222018706,-0.0078471442,-0.0166369042,-0.0003351294,0.0043567664,-0.0464083732,0.0296463398,5224.29,92.4286,4.85714,0.6184164,0.7528263932,TourismPotential,Nightclubs,Nightclubs
GE,21,May18_2020,May24_2020,2,1,0,2,1,1,0,0,0,3233,21,-0.0540589728,-0.028327985,-0.0903824474,-0.0222018706,-0.0078471442,-0.0166369042,-0.0003351294,0.0043567664,-0.0464083732,0.0296463398,5247,59.2857,2.71429,0.9330692,0.7528263932,TourismPotential,Nightclubs,Nightclubs
GE,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,3233,21,-0.0540589728,-0.028327985,-0.0903824474,-0.0222018706,-0.0078471442,-0.0166369042,-0.0003351294,0.0043567664,-0.0464083732,0.0296463398,5263,37,2.42857,0.7441994,0.7528263932,TourismPotential,Nightclubs,Nightclubs
GE,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,3233,21,-0.0160964888,-0.0283055682,0.0745906154,-0.011565085,-0.0049030226,0.0119959714,0.0006016321,0.011665661,-0.0458503948,0.0315662018,5277.86,29.8571,1.57143,0.6952806,1.0618392232,Nightclubs,TravelRestrictions,Nightclubs
GE,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,3233,21,-0.0160964888,-0.0283055682,0.0745906154,-0.011565085,-0.0049030226,0.0119959714,0.0006016321,0.011665661,-0.0458503948,0.0315662018,5286.14,21.7143,1,1.2817448,1.0618392232,Nightclubs,TravelRestrictions,Nightclubs
GE,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,1,3233,21,-0.0129734374,-0.0265117902,0.0746455976,-0.0103508426,-0.0039027422,0.0119959714,0.0007346765,0.0142072686,0.1395136344,0.0276295446,5294.57,16.5714,1.57143,1.1274228,1.195983649,TravelRestrictions,Bar,TravelRestrictions
GE,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,1,3233,21,0.004878664,0.0048311844,0.0746455976,-0.0085663158,-0.003694621,0.0119959714,0.000948262,0.0164082562,0.1305488492,0.0275360022,5308.43,23.7143,1.85714,1.3466432,1.2358748318,TravelRestrictions,Retail,TravelRestrictions
GE,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,1,3233,21,0.004878664,0.0048311844,0.0746455976,-0.0085663158,-0.003694621,0.0119959714,0.000948262,0.0164082562,0.1305488492,0.0275360022,5328,35.2857,3.28571,1.417542,1.2358748318,TravelRestrictions,Retail,TravelRestrictions
GE,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,2,3233,21,0.0015822758,0.0037102996,0.0704902282,-0.0084412496,-0.0035185038,0.0115723636,0.0008567944,-0.0087646888,0.134466248,0.0265995898,5357.71,51.8571,5.14286,1.636754,1.2013309,TravelRestrictions,MaskInShop,TravelRestrictions
GE,29,July13_2020,July19_2020,4,2,2,2,1,2,0,1,2,3233,21,0.0015822758,0.0037102996,0.0704902282,-0.0084412496,-0.0035185038,0.0115723636,0.0008567944,-0.0087646888,0.134466248,0.0265995898,5418.86,100.571,11.4286,1.819076,1.2013309,TravelRestrictions,MaskInShop,TravelRestrictions
GE,30,July20_2020,July26_2020,4,2,2,2,1,2,0,1,2,3233,21,0.0015822758,0.0037102996,0.0704902282,-0.0084412496,-0.0035185038,0.0115723636,0.0008567944,-0.0087646888,0.134466248,0.0265995898,5571.29,245.143,30.4286,1.3391266,1.2013309,TravelRestrictions,MaskInShop,TravelRestrictions
GE,31,July27_2020,August2_2020,4,2,0,2,1,2,0,2,2,3233,21,0.0012076978,0.0037128854,-0.084317338,-0.0159435486,-0.0050684116,0.0115723636,0.0001506023,-0.0018672612,0.1336989262,0.0254193296,5863.29,471,43.2857,0.8960658,1.0429394248,TravelRestrictions,Nightclubs,TravelRestrictions
GE,32,August3_2020,August9_2020,4,2,0,2,1,2,0,2,2,3233,21,0.0012076978,0.0037128854,-0.084317338,-0.0159435486,-0.0050684116,0.0115723636,0.0001506023,-0.0018672612,0.1336989262,0.0254193296,6104,530,33.8571,0.9851716,1.0429394248,TravelRestrictions,Nightclubs,TravelRestrictions
GE,33,August10_2020,August16_2020,4,2,0,2,1,2,0,2,2,3233,21,0.0012076978,0.0037128854,-0.084317338,-0.0159435486,-0.0050684116,0.0115723636,0.0001506023,-0.0018672612,0.1336989262,0.0254193296,6359.71,492.286,34.7143,0.9311848,1.0429394248,TravelRestrictions,Nightclubs,TravelRestrictions
GE,34,August17_2020,August23_2020,4,2,0,2,1,2,0,2,2,3233,21,0.0012076978,0.0037128854,-0.084317338,-0.0159435486,-0.0050684116,0.0115723636,0.0001506023,-0.0018672612,0.1336989262,0.0254193296,6590.71,482.857,32.2857,1.1486048,1.0429394248,TravelRestrictions,Nightclubs,TravelRestrictions
GE,35,August24_2020,August30_2020,4,2,0,2,1,2,1,2,2,3233,21,0.000321407,0.0035122556,-0.0835945614,-0.0159435486,-0.0050684116,0.0115723636,-0.000480116,-0.001247988,0.1330635166,0.0247896894,6820.71,465.714,38.2857,1.0750068,1.0429394248,TravelRestrictions,Nightclubs,TravelRestrictions
GE,36,August31_2020,September6_2020,4,2,0,2,1,2,1,2,2,3233,21,0.000321407,0.0035122556,-0.0835945614,-0.0159435486,-0.0050684116,0.0115723636,-0.000480116,-0.001247988,0.1330635166,0.0247896894,7122.57,543.286,41.4286,0.9997932,1.0429394248,TravelRestrictions,Nightclubs,TravelRestrictions
GL,11,March9_2020,March15_2020,5,3,3,2,2,3,3,0,0,135,2,0.623825573,0.4080079696,0.0784611898,-0.013238176,-0.0031125402,0.0116233684,0.0091003528,0.0101018638,-0.0352296798,-0.0672992418,4.14286,5.57143,1.42857,1.658608,1.9382052424,Restaurant,TourismPotential,Restaurant
GL,12,March16_2020,March22_2020,0,0,0,0,0,0,0,0,0,135,2,-0.0445147472,-0.026007401,-0.0755122522,0.04994864,0.0205699844,-0.0149066778,-0.0004610949,0.0039928168,-0.045115882,-0.0526666588,18,21,2.71429,1.075375,0.7682089212,Retail,Nightclubs,Nightclubs
GL,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,135,2,-0.0445147472,-0.026007401,-0.0755122522,0.04994864,0.0205699844,-0.0149066778,-0.0004610949,0.0039928168,-0.045115882,-0.0526666588,41.5714,38.8571,3,0.6876422,0.7682089212,Retail,Nightclubs,Nightclubs
GL,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,135,2,-0.0445147472,-0.026007401,-0.0755122522,0.04994864,0.0205699844,-0.0149066778,-0.0004610949,0.0039928168,-0.045115882,-0.0526666588,57.2857,38,1.85714,1.431024,0.7682089212,Retail,Nightclubs,Nightclubs
GL,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,135,2,-0.0445147472,-0.026007401,-0.0755122522,0.04994864,0.0205699844,-0.0149066778,-0.0004610949,0.0039928168,-0.045115882,-0.0526666588,73.5714,33.2857,4,0.8148896,0.7682089212,Retail,Nightclubs,Nightclubs
GL,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,135,2,-0.0445147472,-0.026007401,-0.0755122522,0.04994864,0.0205699844,-0.0149066778,-0.0004610949,0.0039928168,-0.045115882,-0.0526666588,105.429,49.5714,2.85714,0.4400158,0.7682089212,Retail,Nightclubs,Nightclubs
GL,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,135,2,-0.0445147472,-0.026007401,-0.0755122522,0.04994864,0.0205699844,-0.0149066778,-0.0004610949,0.0039928168,-0.045115882,-0.0526666588,117.143,40.4286,1.28571,0.2499994,0.7682089212,Retail,Nightclubs,Nightclubs
GL,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,135,2,-0.0501822258,-0.0279534262,-0.087178238,-0.027258805,-0.0100086616,-0.01581951,-0.0006046706,0.0033594918,-0.0485807504,-0.0705218234,121.714,13.2857,0.285714,1.083334,0.6290481092,MaskInShop,Nightclubs,Nightclubs
GL,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,135,2,-0.0501822258,-0.0279534262,-0.087178238,-0.027258805,-0.0100086616,-0.01581951,-0.0006046706,0.0033594918,-0.0485807504,-0.0705218234,124.429,7,0.571429,0.6666674,0.6290481092,MaskInShop,Nightclubs,Nightclubs
GL,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,135,2,-0.0554082074,-0.028871878,-0.087178238,-0.0276814272,-0.0100347674,-0.01581951,-0.0006918907,0.0034232422,-0.048773872,-0.074292365,127.571,5.85714,0.285714,0,0.6290481092,MaskInShop,Nightclubs,Nightclubs
GL,21,May18_2020,May24_2020,2,1,0,2,1,1,0,0,0,135,2,-0.0554082074,-0.028871878,-0.087178238,-0.0276814272,-0.0100347674,-0.01581951,-0.0006918907,0.0034232422,-0.048773872,-0.074292365,128,2.85714,0,0,0.6290481092,MaskInShop,Nightclubs,Nightclubs
GL,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,135,2,-0.0554082074,-0.028871878,-0.087178238,-0.0276814272,-0.0100347674,-0.01581951,-0.0006918907,0.0034232422,-0.048773872,-0.074292365,128,0.285714,0,0,0.6290481092,MaskInShop,Nightclubs,Nightclubs
GL,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,135,2,-0.0191626918,-0.0288747536,0.0718446792,-0.0169536962,-0.0066504284,0.011412037,-0.0002936862,0.008906702,-0.0482563508,-0.081370352,128,0,0,0,0.9363903402,Nightclubs,TourismPotential,TourismPotential
GL,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,135,2,-0.0191626918,-0.0288747536,0.0718446792,-0.0169536962,-0.0066504284,0.011412037,-0.0002936862,0.008906702,-0.0482563508,-0.081370352,128,0,0,0,0.9363903402,Nightclubs,TourismPotential,TourismPotential
GL,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,0,135,2,-0.0191626918,-0.0288747536,0.0718446792,-0.0169536962,-0.0066504284,0.011412037,-0.0002936862,0.008906702,-0.0482563508,-0.081370352,128,0,0,1.999998,0.9363903402,Nightclubs,TourismPotential,TourismPotential
GL,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,0,135,2,0.0076757828,0.005627762,0.0718446792,-0.0144742486,-0.0061718006,0.011412037,7.96257081674412E-006,0.0114167088,-0.0462908572,-0.0802806382,128.714,0.857143,0.142857,0,0.9884121422,Nightclubs,TourismPotential,TourismPotential
GL,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,0,135,2,0.0076757828,0.005627762,0.0718446792,-0.0144742486,-0.0061718006,0.011412037,7.96257081674412E-006,0.0114167088,-0.0462908572,-0.0802806382,129,1,0,3.000004,0.9884121422,Nightclubs,TourismPotential,TourismPotential
GL,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,0,135,2,0.00346738,0.0038780882,0.0687425522,-0.0142658334,-0.0060964568,0.0111130124,1.36957998620346E-005,-0.0057907584,-0.045407558,-0.0767068064,130.429,1.85714,0.285714,1.523802,0.9535911686,Nightclubs,TourismPotential,TourismPotential
GL,29,July13_2020,July19_2020,4,2,2,2,1,2,0,1,0,135,2,0.00346738,0.0038780882,0.0687425522,-0.0142658334,-0.0060964568,0.0111130124,1.36957998620346E-005,-0.0057907584,-0.045407558,-0.0767068064,134,5.71429,0.714286,0.5357142,0.9535911686,Nightclubs,TourismPotential,TourismPotential
GL,30,July20_2020,July26_2020,4,2,2,2,1,2,0,1,0,135,2,0.00346738,0.0038780882,0.0687425522,-0.0142658334,-0.0060964568,0.0111130124,1.36957998620346E-005,-0.0057907584,-0.045407558,-0.0767068064,137.571,7.14286,0.285714,1.2000002,0.9535911686,Nightclubs,TourismPotential,TourismPotential
GL,31,July27_2020,August2_2020,4,2,2,2,1,2,0,1,0,135,2,0.00346738,0.0038780882,0.0687425522,-0.0142658334,-0.0060964568,0.0111130124,1.36957998620346E-005,-0.0057907584,-0.045407558,-0.0767068064,139.429,5.14286,0.428571,1.190476,0.9535911686,Nightclubs,TourismPotential,TourismPotential
GL,32,August3_2020,August9_2020,4,2,2,2,1,2,0,1,0,135,2,0.00346738,0.0038780882,0.0687425522,-0.0142658334,-0.0060964568,0.0111130124,1.36957998620346E-005,-0.0057907584,-0.045407558,-0.0767068064,143.857,6.71429,0.571429,0.989898,0.9535911686,Nightclubs,TourismPotential,TourismPotential
GL,33,August10_2020,August16_2020,4,2,2,2,1,2,0,1,0,135,2,0.00346738,0.0038780882,0.0687425522,-0.0142658334,-0.0060964568,0.0111130124,1.36957998620346E-005,-0.0057907584,-0.045407558,-0.0767068064,148.857,9.71429,0.714286,1.2636372,0.9535911686,Nightclubs,TourismPotential,TourismPotential
GL,34,August17_2020,August23_2020,4,2,2,2,1,2,2,1,0,135,2,0.0011774075,-0.0007272887,0.0657828808,-0.014076433,-0.00604625,0.0111130124,0.008968904,-0.0059490886,-0.0451769906,-0.0744885708,155,11.8571,1,0.8410262,0.955320597,Nightclubs,TourismPotential,TourismPotential
GL,35,August24_2020,August30_2020,4,2,2,2,1,2,2,1,0,135,2,0.0011774075,-0.0007272887,0.0657828808,-0.014076433,-0.00604625,0.0111130124,0.008968904,-0.0059490886,-0.0451769906,-0.0744885708,162.429,13.2857,0.857143,0.4871804,0.955320597,Nightclubs,TourismPotential,TourismPotential
GL,36,August31_2020,September6_2020,4,2,2,2,1,2,2,1,0,135,2,0.0011774075,-0.0007272887,0.0657828808,-0.014076433,-0.00604625,0.0111130124,0.008968904,-0.0059490886,-0.0451769906,-0.0744885708,165.714,9.57143,0.428571,0.8999998,0.955320597,Nightclubs,TourismPotential,TourismPotential
GR,11,March9_2020,March15_2020,5,3,3,2,2,3,3,0,0,5132,23,0.6157016488,0.403471348,0.0803463402,-0.0087989006,-0.0018177894,0.0123464236,0.0060558078,0.0122501652,-0.0332122868,0.0302429512,42,47,7.57143,2.20157,1.9980447298,Restaurant,TravelRestrictions,Restaurant
GR,12,March16_2020,March22_2020,0,0,0,0,0,0,0,0,0,5132,23,-0.0486179568,-0.0260896244,-0.0795386774,0.0326741576,0.0144539976,-0.016149959,-0.0002024622,0.0046001718,-0.0442119566,0.0181649608,180.429,196.429,30.4286,1.1706604,0.8257753252,Retail,Nightclubs,Nightclubs
GR,13,March23_2020,March29_2020,0,0,0,0,0,0,0,0,0,5132,23,-0.0486179568,-0.0260896244,-0.0795386774,0.0326741576,0.0144539976,-0.016149959,-0.0002024622,0.0046001718,-0.0442119566,0.0181649608,422.429,404.571,33.5714,0.7049154,0.8257753252,Retail,Nightclubs,Nightclubs
GR,14,March30_2020,April5_2020,0,0,0,0,0,0,0,0,0,5132,23,-0.0486179568,-0.0260896244,-0.0795386774,0.0326741576,0.0144539976,-0.016149959,-0.0002024622,0.0046001718,-0.0442119566,0.0181649608,610,419.286,21.2857,0.599221,0.8257753252,Retail,Nightclubs,Nightclubs
GR,15,April6_2020,April12_2020,0,0,0,0,0,0,0,0,0,5132,23,-0.0486179568,-0.0260896244,-0.0795386774,0.0326741576,0.0144539976,-0.016149959,-0.0002024622,0.0046001718,-0.0442119566,0.0181649608,714.286,268.429,11.2857,0.4845386,0.8257753252,Retail,Nightclubs,Nightclubs
GR,16,April13_2020,April19_2020,0,0,0,0,0,0,0,0,0,5132,23,-0.0486179568,-0.0260896244,-0.0795386774,0.0326741576,0.0144539976,-0.016149959,-0.0002024622,0.0046001718,-0.0442119566,0.0181649608,763.857,138.286,4.42857,0.6545336,0.8257753252,Retail,Nightclubs,Nightclubs
GR,17,April20_2020,April26_2020,0,0,0,0,0,0,0,0,0,5132,23,-0.0486179568,-0.0260896244,-0.0795386774,0.0326741576,0.0144539976,-0.016149959,-0.0002024622,0.0046001718,-0.0442119566,0.0181649608,794,72.7143,3.42857,0.5798114,0.8257753252,Retail,Nightclubs,Nightclubs
GR,18,April27_2020,May3_2020,0,0,0,1,1,0,0,0,0,5132,23,-0.0535243408,-0.0279462414,-0.0909492724,-0.0218198498,-0.0078430212,-0.0170627898,-0.000339696,0.0041289248,-0.0463808884,0.031304854,812.286,44.7143,2,0.3777774,0.758850813,TourismPotential,Nightclubs,Nightclubs
GR,19,May4_2020,May10_2020,0,0,0,1,1,0,0,0,0,5132,23,-0.0535243408,-0.0279462414,-0.0909492724,-0.0218198498,-0.0078430212,-0.0170627898,-0.000339696,0.0041289248,-0.0463808884,0.031304854,818.143,21.5714,0.571429,0.6040398,0.758850813,TourismPotential,Nightclubs,Nightclubs
GR,20,May11_2020,May17_2020,2,1,0,2,1,1,0,0,0,5132,23,-0.0540459472,-0.0282515646,-0.0909492724,-0.0219256548,-0.0078471442,-0.0170627898,-0.0003570775,0.0043528324,-0.0464083732,0.0330968876,822.143,9.14286,0.428571,0.8690486,0.758850813,TourismPotential,Nightclubs,Nightclubs
GR,21,May18_2020,May24_2020,2,1,0,2,1,1,0,0,0,5132,23,-0.0540459472,-0.0282515646,-0.0909492724,-0.0219256548,-0.0078471442,-0.0170627898,-0.0003570775,0.0043528324,-0.0464083732,0.0330968876,825.143,6.71429,0.428571,0.3999996,0.758850813,TourismPotential,Nightclubs,Nightclubs
GR,22,May25_2020,May31_2020,2,1,0,2,1,1,0,0,0,5132,23,-0.0540459472,-0.0282515646,-0.0909492724,-0.0219256548,-0.0078471442,-0.0170627898,-0.0003570775,0.0043528324,-0.0464083732,0.0330968876,826.857,4.28571,0.142857,0.666666,0.758850813,TourismPotential,Nightclubs,Nightclubs
GR,23,June1_2020,June7_2020,3,1,2,2,1,2,0,0,0,5132,23,-0.0160918772,-0.0282291478,0.0750904308,-0.0114264878,-0.0049030226,0.0122945634,0.0005632141,0.011661727,-0.0458503948,0.0368078732,827.714,2.42857,0.142857,1.0000004,1.077512562,Nightclubs,TravelRestrictions,Nightclubs
GR,24,June8_2020,June14_2020,3,1,2,2,1,2,0,0,0,5132,23,-0.0160918772,-0.0282291478,0.0750904308,-0.0114264878,-0.0049030226,0.0122945634,0.0005632141,0.011661727,-0.0458503948,0.0368078732,828.571,1.71429,0.142857,0,1.077512562,Nightclubs,TravelRestrictions,Nightclubs
GR,25,June15_2020,June21_2020,3,1,2,2,1,2,0,0,1,5132,23,-0.0129688258,-0.0264353698,0.075145413,-0.0102122468,-0.0039027422,0.0122945634,0.0006962585,0.0142033346,0.1395136344,0.0328712146,829,1.28571,0,2.599996,1.2116569878,TravelRestrictions,Bar,TravelRestrictions
GR,26,June22_2020,June28_2020,4,2,2,2,1,2,0,0,1,5132,23,0.0048360802,0.0047927698,0.075145413,-0.0084989338,-0.003694621,0.0122945634,0.0009098437,0.0164043222,0.1305488492,0.0325320702,831.429,3.42857,0.714286,1.215872,1.2455237508,TravelRestrictions,Retail,TravelRestrictions
GR,27,June29_2020,July5_2020,4,2,2,2,1,2,0,0,1,5132,23,0.0048360802,0.0047927698,0.075145413,-0.0084989338,-0.003694621,0.0122945634,0.0009098437,0.0164043222,0.1305488492,0.0325320702,837,8.57143,0.714286,1.3385932,1.2455237508,TravelRestrictions,Retail,TravelRestrictions
GR,28,July6_2020,July12_2020,4,2,2,2,1,2,0,1,1,5132,23,0.0013331241,0.0033087012,0.0711425876,-0.0083832336,-0.0036614452,0.0118893474,0.0009138794,-0.008984507,0.1277743712,0.031592358,844,13.1429,1.28571,0.6857144,1.206912637,TravelRestrictions,MaskInShop,TravelRestrictions
