Canton,WeekNumber,Start_date,End_date,Restaurant_shap,Bar_shap,Nightclubs_shap,Retail_shap,BarbersSalonSpa_shap,EntertainmentTheaters_shap,Schools_shap,MaskInShop_shap,TravelRestrictions_shap,TourismPotential_shap,Max,Min,AbsMax
UR,12,March16_2020,March22_2020,0.0099056314,0.0033745446,0.0116659858,0.0826112938,0.0326131302,0.0009128308,0.0003645268,0.0004171594,0.0043075326,0.0279340852,Retail,Schools,Retail
UR,13,March23_2020,March29_2020,0.0099056314,0.0033745446,0.0116659858,0.0826112938,0.0326131302,0.0009128308,0.0003645268,0.0004171594,0.0043075326,0.0279340852,Retail,Schools,Retail
UR,14,March30_2020,April5_2020,0.0099056314,0.0033745446,0.0116659858,0.0826112938,0.0326131302,0.0009128308,0.0003645268,0.0004171594,0.0043075326,0.0279340852,Retail,Schools,Retail
UR,15,April6_2020,April12_2020,0.0099056314,0.0033745446,0.0116659858,0.0826112938,0.0326131302,0.0009128308,0.0003645268,0.0004171594,0.0043075326,0.0279340852,Retail,Schools,Retail
UR,16,April13_2020,April19_2020,0.0099056314,0.0033745446,0.0116659858,0.0826112938,0.0326131302,0.0009128308,0.0003645268,0.0004171594,0.0043075326,0.0279340852,Retail,Schools,Retail
UR,17,April20_2020,April26_2020,0.0099056314,0.0033745446,0.0116659858,0.0826112938,0.0326131302,0.0009128308,0.0003645268,0.0004171594,0.0043075326,0.0279340852,Retail,Schools,Retail
UR,18,April27_2020,May3_2020,0.004113095,0.0013501068,0,0.0004226222,2.61043999999992E-005,0,0.0001201323,-0.0002239076,0.000193123,0.0030893058,Restaurant,MaskInShop,Restaurant
UR,19,May4_2020,May10_2020,0.004113095,0.0013501068,0,0.0004226222,2.61043999999992E-005,0,0.0001201323,-0.0002239076,0.000193123,0.0030893058,Restaurant,MaskInShop,Restaurant
UR,20,May11_2020,May17_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
UR,21,May18_2020,May24_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
UR,22,May25_2020,May31_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
UR,23,June1_2020,June7_2020,0.037465617,-2.87560000000048E-006,0.1621719414,0.0107277296,0.003384339,0.0277640356,0.0007239472,0.0068803266,0.0004571994,-0.0022421434,Nightclubs,TourismPotential,Nightclubs
UR,24,June8_2020,June14_2020,0.037465617,-2.87560000000048E-006,0.1621719414,0.0107277296,0.003384339,0.0277640356,0.0007239472,0.0068803266,0.0004571994,-0.0022421434,Nightclubs,TourismPotential,Nightclubs
UR,25,June15_2020,June21_2020,0.037465617,-2.87560000000048E-006,0.1621719414,0.0107277296,0.003384339,0.0277640356,0.0007239472,0.0068803266,0.0004571994,-0.0022421434,Nightclubs,TourismPotential,Nightclubs
UR,26,June22_2020,June28_2020,0.0643040916,0.034660577,0.1621719414,0.0132071772,0.0038629668,0.0277640356,0.001027739,0.0093903334,0.0024226958,-0.0009914912,Nightclubs,TourismPotential,Nightclubs
UR,27,June29_2020,July5_2020,0.0643040916,0.034660577,0.1621719414,0.0132071772,0.0038629668,0.0277640356,0.001027739,0.0093903334,0.0024226958,-0.0009914912,Nightclubs,TourismPotential,Nightclubs
UR,28,July6_2020,July12_2020,0.059704477,0.0329109032,0.1583791944,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0111368698,0.0033059908,-0.0007373926,Nightclubs,MaskInShop,Nightclubs
UR,29,July13_2020,July19_2020,0.059704477,0.0329109032,0.1583791944,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0111368698,0.0033059908,-0.0007373926,Nightclubs,MaskInShop,Nightclubs
UR,30,July20_2020,July26_2020,0.059704477,0.0329109032,0.1583791944,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0111368698,0.0033059908,-0.0007373926,Nightclubs,MaskInShop,Nightclubs
UR,31,July27_2020,August2_2020,0.059704477,0.0329109032,0.1583791944,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0111368698,0.0033059908,-0.0007373926,Nightclubs,MaskInShop,Nightclubs
UR,32,August3_2020,August9_2020,0.059704477,0.0329109032,0.1583791944,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0111368698,0.0033059908,-0.0007373926,Nightclubs,MaskInShop,Nightclubs
UR,33,August10_2020,August16_2020,0.059704477,0.0329109032,0.1583791944,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0111368698,0.0033059908,-0.0007373926,Nightclubs,MaskInShop,Nightclubs
UR,34,August17_2020,August23_2020,0.0572402101,0.0283465223,0.1550017224,0.0136049942,0.0041946352,0.0273588196,0.0104944155,-0.0113103452,0.0039254978,0.0019865748,Nightclubs,MaskInShop,Nightclubs
UR,35,August24_2020,August30_2020,0.0572402101,0.0283465223,0.1550017224,0.0136049942,0.0041946352,0.0273588196,0.0104944155,-0.0113103452,0.0039254978,0.0019865748,Nightclubs,MaskInShop,Nightclubs
UR,36,August31_2020,September6_2020,0.0572402101,0.0283465223,0.1550017224,0.0136049942,0.0041946352,0.0273588196,0.0104944155,-0.0113103452,0.0039254978,0.0019865748,Nightclubs,MaskInShop,Nightclubs
VD,11,March9_2020,March15_2020,0.6707770034,0.4318377504,0.1701472206,0.0133546028,0.0064695722,0.0286847358,0.0062193616,0.0078945874,0.0131960864,-0.0036356642,Restaurant,TourismPotential,Restaurant
VD,12,March16_2020,March22_2020,0.0059131758,0.0022206576,0.0115616592,0.0552590164,0.0232924566,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0132814094,Retail,TourismPotential,Retail
VD,13,March23_2020,March29_2020,0.0059131758,0.0022206576,0.0115616592,0.0552590164,0.0232924566,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0132814094,Retail,TourismPotential,Retail
VD,14,March30_2020,April5_2020,0.0059131758,0.0022206576,0.0115616592,0.0552590164,0.0232924566,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0132814094,Retail,TourismPotential,Retail
VD,15,April6_2020,April12_2020,0.0059131758,0.0022206576,0.0115616592,0.0552590164,0.0232924566,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0132814094,Retail,TourismPotential,Retail
VD,16,April13_2020,April19_2020,0.0059131758,0.0022206576,0.0115616592,0.0552590164,0.0232924566,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0132814094,Retail,TourismPotential,Retail
VD,17,April20_2020,April26_2020,0.0059131758,0.0022206576,0.0115616592,0.0552590164,0.0232924566,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0132814094,Retail,TourismPotential,Retail
VD,18,April27_2020,May3_2020,0.0005216078,0.0003053232,0,0.000105805,0.000004123,0,1.73809E-005,-0.0002239076,2.7484800000005E-005,-0.0017920336,Restaurant,TourismPotential,TourismPotential
VD,19,May4_2020,May10_2020,0.0005216078,0.0003053232,0,0.000105805,0.000004123,0,1.73809E-005,-0.0002239076,2.7484800000005E-005,-0.0017920336,Restaurant,TourismPotential,TourismPotential
VD,20,May11_2020,May17_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
VD,21,May18_2020,May24_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
VD,22,May25_2020,May31_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
VD,23,June1_2020,June7_2020,0.0392155722,2.24168000000011E-005,0.1649730628,0.0106367856,0.003384339,0.0286328756,0.0009367615,0.0074360174,0.0005579784,0.0031729474,Nightclubs,Bar,Nightclubs
VD,24,June8_2020,June14_2020,0.0392155722,2.24168000000011E-005,0.1649730628,0.0106367856,0.003384339,0.0286328756,0.0009367615,0.0074360174,0.0005579784,0.0031729474,Nightclubs,Bar,Nightclubs
VD,25,June15_2020,June21_2020,0.0423386222,0.0018161948,0.165028045,0.011851028,0.0043846194,0.0286328756,0.0010698059,0.009977625,0.1859220076,-0.0007637098,TravelRestrictions,TourismPotential,TravelRestrictions
VD,26,June22_2020,June28_2020,0.0601907236,0.0331591694,0.165028045,0.0136355548,0.0045927406,0.0286328756,0.0012833914,0.0121786126,0.1769572224,-0.0008572522,TravelRestrictions,TourismPotential,TravelRestrictions
VD,27,June29_2020,July5_2020,0.0601907236,0.0331591694,0.165028045,0.0136355548,0.0045927406,0.0286328756,0.0012833914,0.0121786126,0.1769572224,-0.0008572522,TravelRestrictions,TourismPotential,TravelRestrictions
VD,28,July6_2020,July12_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,29,July13_2020,July19_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,30,July20_2020,July26_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,31,July27_2020,August2_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,32,August3_2020,August9_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,33,August10_2020,August16_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,34,August17_2020,August23_2020,0.0563267712,0.0316828946,0.1609162758,0.0138467896,0.0048699924,0.0282276596,0.0010806729,-0.008876924,0.174252295,-0.0025250554,TravelRestrictions,MaskInShop,TravelRestrictions
VD,35,August24_2020,August30_2020,0.0554247275,0.0314822634,0.1601672268,0.0138467896,0.0048699924,0.0282276596,-0.0012864598,-0.0080520258,0.1734801586,-0.0035091336,TravelRestrictions,MaskInShop,TravelRestrictions
VD,36,August31_2020,September6_2020,0.0554247275,0.0314822634,0.1601672268,0.0138467896,0.0048699924,0.0282276596,-0.0012864598,-0.0080520258,0.1734801586,-0.0035091336,TravelRestrictions,MaskInShop,TravelRestrictions
VS,11,March9_2020,March15_2020,0.669721822,0.4317229126,0.1698132898,0.013145769,0.0060293548,0.0286847358,0.0062193616,0.007894586,0.0131960864,-0.0052231746,Restaurant,TourismPotential,Restaurant
VS,12,March16_2020,March22_2020,0.0054327378,0.0021619402,0.011410595,0.0547251894,0.0223011418,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0148065526,Retail,TourismPotential,Retail
VS,13,March23_2020,March29_2020,0.0054327378,0.0021619402,0.011410595,0.0547251894,0.0223011418,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0148065526,Retail,TourismPotential,Retail
VS,14,March30_2020,April5_2020,0.0054327378,0.0021619402,0.011410595,0.0547251894,0.0223011418,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0148065526,Retail,TourismPotential,Retail
VS,15,April6_2020,April12_2020,0.0054327378,0.0021619402,0.011410595,0.0547251894,0.0223011418,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0148065526,Retail,TourismPotential,Retail
VS,16,April13_2020,April19_2020,0.0054327378,0.0021619402,0.011410595,0.0547251894,0.0223011418,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0148065526,Retail,TourismPotential,Retail
VS,17,April20_2020,April26_2020,0.0054327378,0.0021619402,0.011410595,0.0547251894,0.0223011418,0.0009128308,0.0001546153,0.0002473394,0.0021964166,-0.0148065526,Retail,TourismPotential,Retail
VS,18,April27_2020,May3_2020,0.0005216078,0.0003053232,0,0.000105805,0.000004123,0,1.73809E-005,-0.000223909,2.7484800000005E-005,-0.001792035,Restaurant,TourismPotential,TourismPotential
VS,19,May4_2020,May10_2020,0.0005216078,0.0003053232,0,0.000105805,0.000004123,0,1.73809E-005,-0.000223909,2.7484800000005E-005,-0.001792035,Restaurant,TourismPotential,TourismPotential
VS,20,May11_2020,May17_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
VS,21,May18_2020,May24_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
VS,22,May25_2020,May31_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
VS,23,June1_2020,June7_2020,0.037962484,2.24168000000045E-005,0.1646391306,0.010499167,0.0029441216,0.0286328756,0.0009367615,0.0073088946,0.0005579784,0.0015859312,Nightclubs,Bar,Nightclubs
VS,24,June8_2020,June14_2020,0.037962484,2.24168000000045E-005,0.1646391306,0.010499167,0.0029441216,0.0286328756,0.0009367615,0.0073088946,0.0005579784,0.0015859312,Nightclubs,Bar,Nightclubs
VS,25,June15_2020,June21_2020,0.0410855354,0.0018161948,0.1646941128,0.0117134094,0.003944402,0.0286328756,0.0010698059,0.0098505022,0.1859220076,-0.002350726,TravelRestrictions,TourismPotential,TravelRestrictions
VS,26,June22_2020,June28_2020,0.0588904414,0.0330443344,0.1646941128,0.013426721,0.0041525232,0.0286328756,0.0012833914,0.0120514898,0.1769572224,-0.0026898732,TravelRestrictions,TourismPotential,TravelRestrictions
VS,27,June29_2020,July5_2020,0.0588904414,0.0330443344,0.1646941128,0.013426721,0.0041525232,0.0286328756,0.0012833914,0.0120514898,0.1769572224,-0.0026898732,TravelRestrictions,TourismPotential,TravelRestrictions
VS,28,July6_2020,July12_2020,0.055387486,0.0315602658,0.1606912888,0.0135424212,0.004185699,0.0282276596,0.0012874268,-0.0133373408,0.1741827444,-0.003629584,TravelRestrictions,MaskInShop,TravelRestrictions
VS,29,July13_2020,July19_2020,0.055387486,0.0315602658,0.1606912888,0.0135424212,0.004185699,0.0282276596,0.0012874268,-0.0133373408,0.1741827444,-0.003629584,TravelRestrictions,MaskInShop,TravelRestrictions
VS,30,July20_2020,July26_2020,0.055387486,0.0315602658,0.1606912888,0.0135424212,0.004185699,0.0282276596,0.0012874268,-0.0133373408,0.1741827444,-0.003629584,TravelRestrictions,MaskInShop,TravelRestrictions
VS,31,July27_2020,August2_2020,0.055387486,0.0315602658,0.1606912888,0.0135424212,0.004185699,0.0282276596,0.0012874268,-0.0133373408,0.1741827444,-0.003629584,TravelRestrictions,MaskInShop,TravelRestrictions
VS,32,August3_2020,August9_2020,0.055387486,0.0315602658,0.1606912888,0.0135424212,0.004185699,0.0282276596,0.0012874268,-0.0133373408,0.1741827444,-0.003629584,TravelRestrictions,MaskInShop,TravelRestrictions
VS,33,August10_2020,August16_2020,0.055387486,0.0315602658,0.1606912888,0.0135424212,0.004185699,0.0282276596,0.0012874268,-0.0133373408,0.1741827444,-0.003629584,TravelRestrictions,MaskInShop,TravelRestrictions
VS,34,August17_2020,August23_2020,0.054330234,0.031359636,0.1598499952,0.0135424212,0.004185699,0.0282276596,-0.0019457058,-0.0133784406,0.1734106066,-0.0048073158,TravelRestrictions,MaskInShop,TravelRestrictions
VS,35,August24_2020,August30_2020,0.054330234,0.031359636,0.1598499952,0.0135424212,0.004185699,0.0282276596,-0.0019457058,-0.0133784406,0.1734106066,-0.0048073158,TravelRestrictions,MaskInShop,TravelRestrictions
VS,36,August31_2020,September6_2020,0.0542337503,0.0313674284,0.159833296,0.0136379558,0.004429775,0.0282276596,-0.0012864598,-0.0079251312,0.1734801586,-0.0050877358,TravelRestrictions,MaskInShop,TravelRestrictions
ZG,11,March9_2020,March15_2020,0.6755939036,0.4344043816,0.1693966176,0.0141905372,0.0071413314,0.027975367,0.0100195116,0.0080553662,0.0138143908,0.0057972404,Restaurant,TourismPotential,Restaurant
ZG,12,March16_2020,March22_2020,0.0082145924,0.0030922836,0.0116659872,0.0672091784,0.0286786374,0.0009128308,0.0003645268,0.0004171594,0.0035904246,0.0069022394,Retail,Schools,Retail
ZG,13,March23_2020,March29_2020,0.0082145924,0.0030922836,0.0116659872,0.0672091784,0.0286786374,0.0009128308,0.0003645268,0.0004171594,0.0035904246,0.0069022394,Retail,Schools,Retail
ZG,14,March30_2020,April5_2020,0.0082145924,0.0030922836,0.0116659872,0.0672091784,0.0286786374,0.0009128308,0.0003645268,0.0004171594,0.0035904246,0.0069022394,Retail,Schools,Retail
ZG,15,April6_2020,April12_2020,0.0082145924,0.0030922836,0.0116659872,0.0672091784,0.0286786374,0.0009128308,0.0003645268,0.0004171594,0.0035904246,0.0069022394,Retail,Schools,Retail
ZG,16,April13_2020,April19_2020,0.0082145924,0.0030922836,0.0116659872,0.0672091784,0.0286786374,0.0009128308,0.0003645268,0.0004171594,0.0035904246,0.0069022394,Retail,Schools,Retail
ZG,17,April20_2020,April26_2020,0.0082145924,0.0030922836,0.0116659872,0.0672091784,0.0286786374,0.0009128308,0.0003645268,0.0004171594,0.0035904246,0.0069022394,Retail,Schools,Retail
ZG,18,April27_2020,May3_2020,0.0025918452,0.001176119,0,0.0004226208,2.61058000000005E-005,0,0.0001201323,-0.000223909,0.0001155882,0.001394071,Restaurant,MaskInShop,Restaurant
ZG,19,May4_2020,May10_2020,0.0025918452,0.001176119,0,0.0004226208,2.61058000000005E-005,0,0.0001201323,-0.000223909,0.0001155882,0.001394071,Restaurant,MaskInShop,Restaurant
ZG,20,May11_2020,May17_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
ZG,21,May18_2020,May24_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
ZG,22,May25_2020,May31_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
ZG,23,June1_2020,June7_2020,0.038698947,-2.87560000000048E-006,0.1636017474,0.010727731,0.003384339,0.0277640356,0.0007239472,0.0074170096,0.000474796,0.0004161668,Nightclubs,Bar,Nightclubs
ZG,24,June8_2020,June14_2020,0.038698947,-2.87560000000048E-006,0.1636017474,0.010727731,0.003384339,0.0277640356,0.0007239472,0.0074170096,0.000474796,0.0004161668,Nightclubs,Bar,Nightclubs
ZG,25,June15_2020,June21_2020,0.038698947,-2.87560000000048E-006,0.1636017474,0.010727731,0.003384339,0.0277640356,0.0007239472,0.0074170096,0.000474796,0.0004161668,Nightclubs,Bar,Nightclubs
ZG,26,June22_2020,June28_2020,0.0656067202,0.0346605784,0.1636017474,0.0132071786,0.0038629668,0.0277640356,0.001027739,0.0099303162,0.002440291,0.0017361134,Nightclubs,Schools,Nightclubs
ZG,27,June29_2020,July5_2020,0.0656067202,0.0346605784,0.1636017474,0.0132071786,0.0038629668,0.0277640356,0.001027739,0.0099303162,0.002440291,0.0017361134,Nightclubs,Schools,Nightclubs
ZG,28,July6_2020,July12_2020,0.0607178264,0.0329109046,0.1595989234,0.0134155938,0.0039383106,0.0273588196,0.0010334722,-0.0118512702,0.0033235874,0.0007358288,Nightclubs,MaskInShop,Nightclubs
ZG,29,July13_2020,July19_2020,0.038732148,0.001187186,0.1091241928,0.0115016692,0.003526649,0.0273588196,0.000586177,-0.005078645,0.0018774154,0.0003630172,Nightclubs,MaskInShop,Nightclubs
ZG,30,July20_2020,July26_2020,0.038732148,0.001187186,0.1091241928,0.0115016692,0.003526649,0.0273588196,0.000586177,-0.005078645,0.0018774154,0.0003630172,Nightclubs,MaskInShop,Nightclubs
ZG,31,July27_2020,August2_2020,0.038732148,0.001187186,0.1091241928,0.0115016692,0.003526649,0.0273588196,0.000586177,-0.005078645,0.0018774154,0.0003630172,Nightclubs,MaskInShop,Nightclubs
ZG,32,August3_2020,August9_2020,0.038732148,0.001187186,0.1091241928,0.0115016692,0.003526649,0.0273588196,0.000586177,-0.005078645,0.0018774154,0.0003630172,Nightclubs,MaskInShop,Nightclubs
ZG,33,August10_2020,August16_2020,0.038732148,0.001187186,0.1091241928,0.0115016692,0.003526649,0.0273588196,0.000586177,-0.005078645,0.0018774154,0.0003630172,Nightclubs,MaskInShop,Nightclubs
ZG,34,August17_2020,August23_2020,0.039600393,0.0042751884,0.111293336,0.012359354,0.0038245718,0.0273588196,0.0260585962,-0.0061705588,0.0029828232,0.0026634104,Nightclubs,MaskInShop,Nightclubs
ZG,35,August24_2020,August30_2020,0.039600393,0.0042751884,0.111293336,0.012359354,0.0038245718,0.0273588196,0.0260585962,-0.0061705588,0.0029828232,0.0026634104,Nightclubs,MaskInShop,Nightclubs
ZG,36,August31_2020,September6_2020,0.039600393,0.0042751884,0.111293336,0.012359354,0.0038245718,0.0273588196,0.0260585962,-0.0061705588,0.0029828232,0.0026634104,Nightclubs,MaskInShop,Nightclubs
ZH,11,March9_2020,March15_2020,0.6614446384,0.4280725288,0.1736073612,0.0120246658,0.0054773743,0.0291982642,0.0068729014,0.0071821022,0.0115984428,-0.0125739852,Restaurant,TourismPotential,Restaurant
ZH,12,March16_2020,March22_2020,0.0048454854,0.0014597464,0.0110410636,0.049703577,0.0180019532,0.0008152606,9.93562E-005,-1.62525999999998E-005,0.0017283028,-0.0241273424,Retail,TourismPotential,Retail
ZH,13,March23_2020,March29_2020,0.0048454854,0.0014597464,0.0110410636,0.049703577,0.0180019532,0.0008152606,9.93562E-005,-1.62525999999998E-005,0.0017283028,-0.0241273424,Retail,TourismPotential,Retail
ZH,14,March30_2020,April5_2020,0.0048454854,0.0014597464,0.0110410636,0.049703577,0.0180019532,0.0008152606,9.93562E-005,-1.62525999999998E-005,0.0017283028,-0.0241273424,Retail,TourismPotential,Retail
ZH,15,April6_2020,April12_2020,0.0048454854,0.0014597464,0.0110410636,0.049703577,0.0180019532,0.0008152606,9.93562E-005,-1.62525999999998E-005,0.0017283028,-0.0241273424,Retail,TourismPotential,Retail
ZH,16,April13_2020,April19_2020,0.0048454854,0.0014597464,0.0110410636,0.049703577,0.0180019532,0.0008152606,9.93562E-005,-1.62525999999998E-005,0.0017283028,-0.0241273424,Retail,TourismPotential,Retail
ZH,17,April20_2020,April26_2020,0.0048454854,0.0014597464,0.0110410636,0.049703577,0.0180019532,0.0008152606,9.93562E-005,-1.62525999999998E-005,0.0017283028,-0.0241273424,Retail,TourismPotential,Retail
ZH,18,April27_2020,May3_2020,0.0005216064,0.0003053232,0,0.000105805,4.1215999999995E-006,0,1.73814E-005,-0.0002239076,2.74847999999911E-005,-0.0017920322,Restaurant,TourismPotential,TourismPotential
ZH,19,May4_2020,May10_2020,0.0005216064,0.0003053232,0,0.000105805,4.1215999999995E-006,0,1.73814E-005,-0.0002239076,2.74847999999911E-005,-0.0017920322,Restaurant,TourismPotential,TourismPotential
ZH,20,May11_2020,May17_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
ZH,21,May18_2020,May24_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
ZH,22,May25_2020,May31_2020,0,0,0,0,0,0,0,0,0,0,Restaurant,Restaurant,Restaurant
ZH,23,June1_2020,June7_2020,0.039561256,2.24167999999976E-005,0.1709026858,0.010299912,0.0029441202,0.0291464026,0.0007157396,0.0071871562,0.0005487342,0.0098867608,Nightclubs,Bar,Nightclubs
ZH,24,June8_2020,June14_2020,0.039561256,2.24167999999976E-005,0.1709026858,0.010299912,0.0029441202,0.0291464026,0.0007157396,0.0071871562,0.0005487342,0.0098867608,Nightclubs,Bar,Nightclubs
ZH,25,June15_2020,June21_2020,0.0422491356,0.0016374848,0.1709010352,0.011377912,0.0034860868,0.0291464026,0.0008379132,0.0096475988,0.1701241976,-0.009838458,Nightclubs,TourismPotential,Nightclubs
ZH,26,June22_2020,June28_2020,0.0590911552,0.031867493,0.1709010352,0.0123859162,0.0036094954,0.0291464026,0.0010019174,0.0113221598,0.161993958,-0.012465712,Nightclubs,TourismPotential,Nightclubs
ZH,27,June29_2020,July5_2020,0.0590911552,0.031867493,0.1709010352,0.0123859162,0.0036094954,0.0291464026,0.0010019174,0.0113221598,0.161993958,-0.012465712,Nightclubs,TourismPotential,Nightclubs
ZH,28,July6_2020,July12_2020,0.040993624,0.002297603,0.113459794,0.0112928844,0.003383744,0.0287227962,0.0005848294,-0.0101533726,0.1697333498,-0.0167500648,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,29,July13_2020,July19_2020,0.040993624,0.002297603,0.113459794,0.0112928844,0.003383744,0.0287227962,0.0005848294,-0.0101533726,0.1697333498,-0.0167500648,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,30,July20_2020,July26_2020,0.040993624,0.002297603,0.113459794,0.0112928844,0.003383744,0.0287227962,0.0005848294,-0.0101533726,0.1697333498,-0.0167500648,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,31,July27_2020,August2_2020,0.040993624,0.002297603,0.113459794,0.0112928844,0.003383744,0.0287227962,0.0005848294,-0.0101533726,0.1697333498,-0.0167500648,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,32,August3_2020,August9_2020,0.040993624,0.002297603,0.113459794,0.0112928844,0.003383744,0.0287227962,0.0005848294,-0.0101533726,0.1697333498,-0.0167500648,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,33,August10_2020,August16_2020,0.040993624,0.002297603,0.113459794,0.0112928844,0.003383744,0.0287227962,0.0005848294,-0.0101533726,0.1697333498,-0.0167500648,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,34,August17_2020,August23_2020,0.0407369536,0.0024232642,0.1133217624,0.0112928844,0.003383744,0.0287227962,0.0002044579,-0.0101848222,0.1670908008,-0.0167674444,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,35,August24_2020,August30_2020,0.0407040816,0.0024254608,0.1130448046,0.0113289246,0.0034660206,0.0287227962,0.0006399153,-0.0083726454,0.166551742,-0.0187185026,TravelRestrictions,TourismPotential,TravelRestrictions
ZH,36,August31_2020,September6_2020,0.0407040816,0.0024254608,0.1130448046,0.0113289246,0.0034660206,0.0287227962,0.0006399153,-0.0083726454,0.166551742,-0.0187185026,TravelRestrictions,TourismPotential,TravelRestrictions
